report_id,operator,engaged,incident_month,municipality,state,metro,version,severity
30270-11417,Waymo LLC,True,2025-07-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11413,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11360,Waymo LLC,True,2025-07-01,West Hollywood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11333,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11344,Waymo LLC,True,2025-07-01,West Hollywood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11328,Waymo LLC,True,2025-07-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11334,Waymo LLC,True,2025-07-01,Mesa,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11500,Waymo LLC,True,2025-08-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11495,Waymo LLC,True,2025-08-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11475,Waymo LLC,True,2025-08-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11490,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11474,Waymo LLC,True,2025-08-01,West Hollywood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11476,Waymo LLC,True,2025-08-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11469,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11456,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11433,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-11450,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Moderate W/O Hospitalization
30270-11432,Waymo LLC,True,2025-07-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11430,Waymo LLC,True,2025-07-01,Inglewood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11424,Waymo LLC,True,2025-07-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11297,Waymo LLC,True,2025-06-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 9",Property Damage. No Injured Reported
30270-11298,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11250,Waymo LLC,True,2025-06-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11284,Waymo LLC,True,2025-07-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11281,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11282,Waymo LLC,True,2025-07-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11280,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11279,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11273,Waymo LLC,True,2025-07-01,Inglewood,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11247,Waymo LLC,True,2025-06-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11249,Waymo LLC,True,2025-06-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11246,Waymo LLC,True,2025-06-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11238,Waymo LLC,True,2025-06-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11244,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11224,Waymo LLC,True,2025-06-01,Mesa,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11218,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11192,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-11204,Waymo LLC,True,2025-06-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",No Injured Reported
30270-11190,Waymo LLC,True,2025-06-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11209,Waymo LLC,True,2025-06-01,Chandler,AZ,Phoenix,"5th Generation ADS, Version 10",No Injured Reported
30270-11205,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-11189,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11174,Waymo LLC,True,2025-06-01,Chandler,AZ,Phoenix,"5th Generation ADS, Version 10",No Injured Reported
30270-11245,Waymo LLC,True,2025-06-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11362,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11206,Waymo LLC,True,2025-06-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11161,Waymo LLC,True,2025-06-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11239,Waymo LLC,True,2025-06-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11221,Waymo LLC,True,2025-06-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11195,Waymo LLC,True,2025-06-01,San Bruno,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11225,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11219,Waymo LLC,True,2025-06-01,Atlanta,GA,,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11194,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11276,Waymo LLC,True,2025-06-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11177,Waymo LLC,True,2025-06-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11175,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11167,Waymo LLC,True,2025-06-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11275,Waymo LLC,True,2025-06-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11171,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11217,Waymo LLC,True,2025-06-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11216,Waymo LLC,True,2025-06-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11193,Waymo LLC,True,2025-06-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11160,Waymo LLC,True,2025-06-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11212,Waymo LLC,True,2025-06-01,Austin,TX,Austin,"5th Generation ADS, Version 9",Minor W/O Hospitalization
30270-11170,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11173,Waymo LLC,True,2025-06-01,Austin,TX,Austin,"5th Generation ADS, Version 9",Property Damage. No Injured Reported
30270-11210,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11172,Waymo LLC,True,2025-06-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11208,Waymo LLC,True,2025-06-01,Austin,TX,Austin,"5th Generation ADS, Version 9",Property Damage. No Injured Reported
30270-11162,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11207,Waymo LLC,True,2025-06-01,Santa Monica,CA,Los Angeles,"5th Generation ADS, Version 9",Property Damage. No Injured Reported
30270-11196,Waymo LLC,True,2025-06-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11821,Waymo LLC,True,2025-09-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11401,Waymo LLC,True,2025-07-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11365,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11594,Waymo LLC,True,2025-08-01,Paradise Valley,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11622,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11671,Waymo LLC,True,2025-08-01,Culver City,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11611,Waymo LLC,True,2025-08-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11590,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11573,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11564,Waymo LLC,True,2025-08-01,Santa Monica,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11548,Waymo LLC,True,2025-08-01,Inglewood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11550,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11561,Waymo LLC,True,2025-08-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11567,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11565,Waymo LLC,True,2025-08-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11621,Waymo LLC,True,2025-08-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11569,Waymo LLC,True,2025-08-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11542,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11523,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11522,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11498,Waymo LLC,True,2025-08-01,Mesa,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11496,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11664,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11607,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11672,Waymo LLC,True,2025-09-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11794,Waymo LLC,True,2025-09-01,Atlanta,GA,,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-11802,Waymo LLC,True,2025-09-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11792,Waymo LLC,True,2025-09-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11789,Waymo LLC,True,2025-09-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-11771,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11766,Waymo LLC,True,2025-09-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11762,Waymo LLC,True,2025-09-01,Inglewood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11637,Waymo LLC,True,2025-09-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11760,Waymo LLC,True,2025-09-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11742,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11739,Waymo LLC,True,2025-09-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11758,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11753,Waymo LLC,True,2025-09-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11755,Waymo LLC,True,2025-09-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11738,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11713,Waymo LLC,True,2025-09-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Fatality
30270-11689,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11673,Waymo LLC,True,2025-08-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11756,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11627,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11452,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-11472,Waymo LLC,True,2025-07-01,Miami Beach,FL,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11455,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11451,Waymo LLC,True,2025-07-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11468,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11428,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11426,Waymo LLC,True,2025-07-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11421,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11414,Waymo LLC,True,2025-07-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11422,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11379,Waymo LLC,True,2025-07-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11381,Waymo LLC,True,2025-07-01,Scottsdale,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11467,Waymo LLC,True,2025-07-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11412,Waymo LLC,True,2025-07-01,Tempe,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11404,Waymo LLC,True,2025-07-01,Beverly Hills,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11418,Waymo LLC,True,2025-07-01,Santa Monica,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11361,Waymo LLC,True,2025-07-01,Mesa,AZ,Phoenix,"5th Generation ADS, Version 10",Unknown
30270-11371,Waymo LLC,True,2025-07-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11402,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11374,Waymo LLC,True,2025-07-01,Inglewood,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11415,Waymo LLC,True,2025-07-01,San Mateo,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11358,Waymo LLC,True,2025-07-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11501,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11629,Waymo LLC,True,2025-09-01,Santa Monica,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11625,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11623,Waymo LLC,True,2025-09-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11618,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11609,Waymo LLC,True,2025-09-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11612,Waymo LLC,True,2025-09-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11608,Waymo LLC,True,2025-09-01,Culver City,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11605,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",No Injured Reported
30270-11589,Waymo LLC,True,2025-08-01,Daly City,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11596,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11588,Waymo LLC,True,2025-08-01,Palo Alto,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11591,Waymo LLC,True,2025-08-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11571,Waymo LLC,True,2025-08-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11543,Waymo LLC,True,2025-08-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11544,Waymo LLC,True,2025-08-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11545,Waymo LLC,True,2025-08-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11547,Waymo LLC,True,2025-08-01,Culver City,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11546,Waymo LLC,True,2025-08-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11525,Waymo LLC,True,2025-08-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11516,Waymo LLC,True,2025-08-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-11508,Waymo LLC,True,2025-08-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13235,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13205,Waymo LLC,True,2025-11-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-13275,Waymo LLC,True,2025-11-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14093,Waymo LLC,True,2026-02-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-14079,Waymo LLC,True,2026-02-01,San Jose,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14078,Waymo LLC,True,2026-02-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14076,Waymo LLC,True,2026-02-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-14075,Waymo LLC,True,2026-02-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Minor W/ Hospitalization
30270-14099,Waymo LLC,True,2026-02-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14048,Waymo LLC,True,2026-02-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Minor W/O Hospitalization
30270-14074,Waymo LLC,True,2026-02-01,Atlanta,GA,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14046,Waymo LLC,True,2026-02-01,Philadelphia,PA,,"6th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14045,Waymo LLC,True,2026-02-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14073,Waymo LLC,True,2026-02-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14118,Waymo LLC,True,2026-02-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14234,Waymo LLC,True,2026-03-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14227,Waymo LLC,True,2026-03-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14231,Waymo LLC,True,2026-03-01,Austin,TX,Austin,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14220,Waymo LLC,True,2026-03-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",No Injured Reported
30270-14204,Waymo LLC,True,2026-03-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14197,Waymo LLC,True,2026-03-01,Miami,FL,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14196,Waymo LLC,True,2026-03-01,San Antonio,TX,,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14198,Waymo LLC,True,2026-02-01,Los Angeles,CA,Los Angeles,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14195,Waymo LLC,True,2026-02-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14173,Waymo LLC,True,2026-02-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14171,Waymo LLC,True,2026-02-01,Phoenix,AZ,Phoenix,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
30270-14169,Waymo LLC,True,2026-02-01,San Francisco,CA,San Francisco,"5th Generation ADS, Version 10",Property Damage. No Injured Reported
